0,125,280,-77,-376,-262,-115,49,-459,205,-263
0,-245,-278,-343,-221,-196,-634,-997,-997,-1040,-1234
0,121,486,582,877,423,987,1022,1137,1192,1262
0,-63,50,-163,-261,-212,-270,-430,-639,-195,-568
0,-250,-289,-359,-219,-205,-638,-975,-978,-1038,-1256
0,-30,10,-266,-540,-321,-592,-661,-1069,-475,-989
0,215,609,312,184,-77,576,702,515,1029,787
0,-340,-563,-451,-212,-162,-983,-1513,-1252,-2093,-1749
0,-36,19,-267,-530,-319,-554,-614,-1047,-488,-976
0,-47,208,168,312,10,342,316,307,534,438
0,167,433,132,-31,-144,292,385,122,715,390
0,-19,69,-190,-394,-282,-383,-320,-793,-248,-691
0,-286,-362,-329,-159,-181,-675,-1069,-922,-1256,-1275
0,-330,-407,-304,-46,-108,-561,-1005,-579,-1187,-993
0,146,575,595,808,339,992,1019,1099,1246,1269
0,149,440,570,985,478,1169,1172,1381,1327,1477
0,164,511,585,1004,507,1182,1184,1369,1362,1471
0,-251,-309,-367,-228,-210,-663,-1008,-964,-1087,-1260
0,-311,-370,-353,-134,-169,-677,-1044,-931,-1269,-1243
0,211,615,709,1025,531,1199,1251,1360,1462,1531
0,554,1071,832,900,438,1545,1755,1659,2081,1964
0,-31,34,-220,-416,-271,-408,-431,-718,-238,-717
0,-255,-272,-248,-34,-121,-426,-764,-640,-784,-801
0,-287,-372,-353,-162,-180,-678,-1091,-878,-1254,-1253
0,-29,35,-254,-541,-310,-573,-601,-1034,-442,-960
0,211,582,316,169,-82,564,663,464,993,718
0,-74,-26,-282,-500,-312,-562,-612,-1079,-590,-1026
0,-58,-7,-276,-481,-296,-574,-619,-1090,-526,-1042
0,79,230,-79,-357,-258,-97,-143,-509,140,-299
0,-195,-197,-354,-343,-252,-655,-939,-1110,-867,-1244
0,96,518,543,812,290,951,973,1083,1187,1230
0,59,218,-93,-361,-251,-169,-169,-561,86,-374
0,-340,-462,-356,-152,-138,-741,-1218,-926,-1535,-1311
0,142,528,591,844,414,1003,1053,1159,1262,1306
0,135,543,601,832,369,1017,1040,1149,1267,1303
0,127,530,605,852,358,1005,1038,1137,1264,1307
0,-171,-162,-345,-384,-296,-645,-828,-1070,-725,-1176
0,363,776,665,630,257,1069,1198,1136,1497,1361
0,150,440,554,841,449,957,971,1087,1179,1238
0,81,474,537,753,338,933,953,1061,1168,1197
0,147,480,292,268,-11,547,597,499,898,702
0,4,72,-205,-484,-300,-432,-434,-889,-301,-772
0,21,318,291,490,80,520,553,573,802,708
0,-47,166,141,285,50,231,177,237,402,345
0,-285,-397,-286,-76,-103,-681,-1131,-946,-1555,-1305
0,-274,-354,-121,207,6,-267,-599,-265,-647,-396
0,391,874,776,831,370,1222,1369,1358,1623,1576
0,-221,-253,-221,-38,-92,-485,-948,-774,-1050,-1011
0,-268,-377,-330,-124,-113,-885,-1312,-1053,-1720,-1516
0,198,569,640,880,441,1063,1129,1221,1342,1420
0,182,562,634,882,420,1065,1135,1241,1364,1427
0,-233,-221,29,326,75,-51,-251,2,-179,-4
0,-242,-187,-26,295,33,-48,-254,13,-172,-12
0,-63,251,317,593,238,576,552,692,762,812
0,-63,5,-290,-572,-319,-669,-754,-1241,-531,-1150
0,-94,46,-59,-19,-88,-215,-399,-451,-180,-418
0,597,1127,1017,1027,509,1555,1692,1694,1951,1950
0,-145,-20,3,861,-208,-538,-818,-906,-719,-1012
0,282,713,800,1050,517,1300,1397,1503,1635,1680
0,-240,-268,-373,-295,-240,-841,-1300,-1336,-1448,-1784
0,-24,168,386,878,587,435,240,582,415,445
0,207,468,191,-27,-168,329,459,220,791,492
0,-147,7,-115,-4,-40,-245,-432,-463,-231,-444
0,517,1010,906,927,441,1388,1556,1538,2036,1782
0,-76,2,-234,-381,-262,-523,-659,-940,-489,-934
0,290,681,725,1043,531,1267,1357,1450,1574,1659
0,-42,104,-180,-398,-352,-240,-235,-537,30,-327
0,-292,-388,-304,-95,-87,-623,-1173,-1041,-1518,-1270
0,263,648,760,1025,517,1232,1322,1444,1555,1607
0,43,314,483,776,359,858,889,1061,1079,1188
0,-206,-251,-353,-361,-226,-879,-1210,-1347,-1272,-1726
0,-102,135,254,542,171,393,340,488,494,569
0,-135,-2,-228,-383,-242,-442,-706,-975,-505,-952
0,-279,-380,-242,46,-59,-496,-989,-685,-1220,-932
0,-66,-28,-203,-329,-237,-439,-635,-948,-425,-916
0,482,1002,992,1077,554,1503,1665,1685,1867,1821
0,-260,-359,-332,-184,-170,-829,-1273,-1183,-1624,-1628
0,-260,-355,-346,-207,-163,-853,-1295,-1162,-1628,-1632
0,-62,-7,-233,-437,-270,-543,-656,-963,-488,-943
0,422,864,696,642,241,1083,1265,1174,1569,1434
0,46,178,-77,-312,-225,-248,-261,-596,-18,-443
0,249,626,742,977,393,1198,1289,1401,1521,1576
0,63,329,489,797,413,871,892,1068,1080,1196
0,-283,-401,-249,20,-64,-503,-999,-718,-1240,-951
0,190,444,117,-123,-187,219,320,50,647,301
0,192,554,533,719,350,877,936,984,1185,1163
0,198,457,129,-136,-192,237,334,54,650,295
0,197,451,128,-133,-182,231,343,40,660,308
0,34,308,480,781,367,865,889,1058,1075,1181
0,-78,126,108,291,19,217,150,224,359,329
0,-226,-300,-229,31,-25,-493,-953,-711,-1111,-951
0,67,446,289,363,-3,442,470,413,727,596
0,37,313,204,266,-26,364,414,362,689,541
0,94,417,273,325,22,480,491,479,814,666
0,483,980,877,888,408,1335,1514,1499,2017,1711
0,263,504,810,1099,699,1138,1123,1257,786,1335
